"+13125889421","MKTG_VINQ_CHIG",1,0,6000
"+18154778600","Crystal Lake Buick GMC",16,0,1391000
"+19202047868","MKTG_GBP_COLC_SERVICE",1,0,13000
"+18722703512","Napleton Chevrolet Chicago",1,0,43000
"+19209449548","Beaver Dam GM - Kyle Buss",0,1,139000
"+18726271128","John Lemke (Shared BDC)",0,15,479000
"+19205572197","MKTG_GBP_BDGM_SERVICE",1,0,18000
"+13127368441","MKTG_DLRWEB_CHIG_ALL_PARTS",2,0,31000
"+17799947895","Crystal Lake Buick GMC - Jared Heinz",5,12,1661000
"+18722253313","MKTG_DLRWEB_CHIG_CHEV_SALES",2,0,499000
"+19206314788","Beaver Dam GM - Elliott Wisniewski",0,4,142000
"+19203198359","MKTG_GBP_BDGM_SALES",12,0,2287000
"+19206235800","Columbus Chevy Main",32,397,81174000
"+19206301005","Alexandra Hartl (Shared BDC)",2,6,389000
"+17738286742","Napleton Chevrolet Chicago",5,2,749000
"+18722312961","Napleton Chevrolet Chicago",1,8,3231000
"+19209449539","Beaver Dam GM - Phillip Hunt",0,1,71000
"+17738286814","Napleton Chevrolet Chicago",0,1,30000
"+19206235801","Columbus Chevy - Finance (Columbus Chevy Sales)",1,6,979000
"+19206269092","Columbus Chevy - Pete Luedke (Columbus Chevy Sales)",1,0,56000
"+16306728933","St. Charles Chevrolet - Laura Adamson",0,2,33000
"+19206305992","Columbus Ford - Marc Schultz",0,3,2181000
"+19202150518","Columbus Chevrolet Mudd Advertising",1,0,31000
"+18152494191","Crystal Lake Parts Direct #",8,0,677000
"+17799947568","Crystal Lake Buick GMC",1,1,1409000
"+19205572985","MKTG_APPLEMAPS_CDJR",2,0,574000
"+13125679498","Napleton Chevrolet Chicago - Service BDC",57,0,9614000
"+13122254300","Napleton Chevrolet Chicago (Main Native Phone Number)",75,0,10990000
"+18722994981","Napleton Chevrolet Chicago",1,47,2095000
"+19206305983","Columbus Ford - David Thatcher",2,7,1042000
"+19208853301","MKTG_OPEN_BDGM",22,0,4411000
"+13123280107","Oscar Villarruel (Shared BDC)",3,49,2074000
"+18722312956","Napleton Chevrolet Chicago",2,11,731000
"+19202127726","MKTG_DLRWEB_BDGM_PARTS",3,0,97000
"+18722312969","Napleton Chevrolet Chicago",1,10,384000
"+19206235287","Columbus Chevy - Ashley Koltz (Columbus Chevy Parts)",0,7,863000
"+19206314775","Beaver Dam GM - Melissa Hill",0,3,0
"+19206314851","Beaver Dam GM - Jimmy Mateo",0,3,867000
"+13312725138","MKTG_GOOGADS_STCH",16,0,3586000
"+19206314792","Beaver Dam GM - Annalisa Cupello",1,4,565000
"+19206314892","Beaver Dam GM Finance Group#",3,0,236000
"+19202127540","Beaver Dam CDJR - Brian Westra (CDJR Sales)",4,2,188000
"+16306728734","St. Charles Chevrolet",2,0,172000
"+19206314764","Beaver Dam GM - Austin Walker",4,4,269000
"+16305817107","St. Charles Chevrolet",0,12,259000
"+17799947893","Crystal Lake Buick GMC",1,2,155000
"+17738286846","Napleton Chevrolet Chicago",0,1,104000
"+19206314808","Beaver Dam GM - Maria Aragon",3,1,625000
"+16305849712","St. Charles Chevrolet",0,12,1751000
"+18722253935","MKTG_DLRWEB_CHIG_CHEV_SERVICE",5,0,934000
"+16306728968","St. Charles Chevrolet",0,1,549000
"+18152194037","MKTG_GOOGADS_CRYL",3,0,277000
"+18722253755","MKTG_DLRWEB_CHIG_HYUN_SALES",2,0,638000
"+18152004389","Crystal Lake Service Direct #",5,0,807000
"+19202127782","Beaver Dam GM Service Direct#",22,0,4228000
"+18722995057","Napleton Chevrolet Chicago",1,35,2321000
"+19206596649","Columbus Ford - Used Car Manager",0,1,29000
"+13123261209","Christopher Dixon-Vance (Shared BDC)",2,7,1034000
"+19209449550","Beaver Dam GM - Alex Calarco",1,3,445000
"+13127368439","MKTG_DLRWEB_CHIG_ALL_SERVICE",2,0,335000
"+19202047867","Columbus Chevrolet Mudd Advertising Service",2,0,18000
"+19206235968","Columbus Ford - Jon Huffman",0,2,224000
"+13123281164","Napleton Chevrolet Chicago - Finance",2,0,131000
"+18152194074","Crystal Lake Buick GMC Fax",3,0,52000
"+19206305984","Columbus Ford - Erin  Schuster",3,16,2148000
"+18722312950","Napleton Chevrolet Chicago",2,11,645000
"+19205572978","MKTG_DLRWEB_CDJR_PARTS",2,0,64000
"+13122258751","Napleton Chevrolet Chicago Fax",2,0,54000
"+13128014090","MKTG_GOOGADS_CHIG_CHEV",17,0,5128000
"+19206314793","Beaver Dam GM - Don  Johnson",1,2,802000
"+16305492704","St. Charles Chevrolet - Sales Representative",0,6,500000
"+16306728799","St. Charles Chevrolet (Finance 2)",0,2,293000
"+16305849954","St. Charles Chevrolet Chat Queue Phone Number",2,0,80000
"+18722312955","Napleton Chevrolet Chicago",1,0,53000
"+13122257477","MKTG_DLRWEB_CHIG_ALL_MAIN",7,0,1129000
"+13122351469","MKTG_GOOGADS_CHIG_BG",10,0,1487000
"+19202127530","Beaver Dam CDJR - Dana LaSavage (CDJR Service)",5,7,1324000
"+17738286907","MKTG_WDWL_CHIG_CHEV",1,0,489000
"+16306728778","St. Charles Chevrolet",0,9,996000
